성별,생일,결혼유무,종교유무,직업코드,소득,지역코드,나이,직업,연령대
여성,1961,결혼,없음,530.0,100.0,부산/경남/울산,39,방문 노점 및 통신 판매 관련 종사자,중년
남성,1986,무응답,없음,441.0,190.0,부산/경남/울산,14,주방장 및 조리사,청년
남성,1962,결혼,없음,851.0,382.5,부산/경남/울산,38,금속공작기계 조작원,중년
여성,1962,결혼,없음,312.0,175.0,부산/경남/울산,38,경영관련 사무원,중년
남성,1971,결혼,있음,773.0,241.61901596892534,부산/경남/울산,29,건축마감관련 기능 종사자,청년
여성,1974,결혼,있음,313.0,40.0,부산/경남/울산,26,회계 및 경리 사무원,청년
여성,1971,결혼,있음,521.0,165.0,부산/경남/울산,29,매장 판매 종사자,청년
남성,1964,결혼,있음,139.0,240.0,부산/경남/울산,36,기타 전문서비스 관리자,중년
남성,1977,결혼,있음,521.0,300.0,부산/경남/울산,23,매장 판매 종사자,청년
남성,1976,무응답,없음,792.0,241.61901596892534,부산/경남/울산,24,배관공,청년
여성,1964,결혼,없음,530.0,241.61901596892534,부산/경남/울산,36,방문 노점 및 통신 판매 관련 종사자,중년
남성,1960,결혼,없음,510.0,241.61901596892534,부산/경남/울산,40,영업 종사자,중년
여성,1974,이혼,있음,991.0,80.0,부산/경남/울산,26,농립어업관련 단순 종사원,청년
남성,1954,결혼,있음,852.0,124.0,부산/경남/울산,46,냉 난방 관련 설비 조작원,중년
여성,1958,결혼,있음,441.0,241.61901596892534,부산/경남/울산,42,주방장 및 조리사,중년
남성,1983,결혼,있음,311.0,308.3,부산/경남/울산,17,행정 사무원,청년
여성,1985,결혼,없음,313.0,103.0,부산/경남/울산,15,회계 및 경리 사무원,청년
남성,1964,결혼,있음,941.0,35.0,부산/경남/울산,36,청소원 및 환경 미화원,중년
여성,1963,결혼,있음,941.0,60.0,부산/경남/울산,37,청소원 및 환경 미화원,중년
여성,1965,이혼,없음,521.0,156.0,부산/경남/울산,35,매장 판매 종사자,중년
여성,1968,이혼,있음,953.0,91.0,부산/경남/울산,32,판매관련 단순 종사원,중년
여성,1994,무응답,없음,422.0,70.0,부산/경남/울산,6,이 미용 및 관련 서비스 종사자,청년
여성,1961,결혼,있음,243.0,180.0,부산/경남/울산,39,간호사,중년
남성,1984,무응답,없음,930.0,220.0,부산/경남/울산,16,제조관련 단순 종사원,청년
남성,1969,결혼,있음,312.0,426.7,부산/경남/울산,31,경영관련 사무원,중년
여성,1967,결혼,없음,521.0,120.0,부산/경남/울산,33,매장 판매 종사자,중년
남성,1992,무응답,없음,442.0,60.0,부산/경남/울산,8,음식서비스 종사자,청년
여성,1947,무응답,있음,951.0,241.61901596892534,부산/경남/울산,53,가사 및 육아 도우미,중년
여성,1944,무응답,있음,941.0,75.0,부산/경남/울산,56,청소원 및 환경 미화원,중년
남성,1974,결혼,있음,239.0,170.0,부산/경남/울산,26,기타 공학 전문가 및 관련 종사자,청년
여성,1973,결혼,있음,953.0,110.0,부산/경남/울산,27,판매관련 단순 종사원,청년
여성,1981,무응답,있음,313.0,180.0,부산/경남/울산,19,회계 및 경리 사무원,청년
남성,1983,결혼,없음,286.0,241.61901596892534,부산/경남/울산,17,스포츠 및 레크레이션 관련 전문가,청년
여성,1983,결혼,없음,399.0,241.61901596892534,부산/경남/울산,17,고객 상담 및 기타 사무원,청년
남성,1943,결혼,없음,149.0,608.0,부산/경남/울산,57,기타 건설 전기 및 생산 관련 관리자,중년
여성,1949,결혼,있음,510.0,100.0,부산/경남/울산,51,영업 종사자,중년
남성,1953,결혼,없음,941.0,138.0,부산/경남/울산,47,청소원 및 환경 미화원,중년
남성,1975,이혼,없음,873.0,241.61901596892534,부산/경남/울산,25,자동차 운전원,청년
남성,1952,결혼,없음,771.0,241.61901596892534,부산/경남/울산,48,건설구조관련 기능 종사자,중년
여성,1989,무응답,있음,222.0,224.7,서울,11,정보시스템 개발 전문가,청년
여성,1991,무응답,있음,247.0,225.0,서울,9,사회복지관련 종사자,청년
남성,1974,결혼,있음,510.0,241.61901596892534,부산/경남/울산,26,영업 종사자,청년
여성,1974,결혼,있음,259.0,200.0,부산/경남/울산,26,기타 교육 전문가,청년
남성,1965,이혼,있음,922.0,250.0,부산/경남/울산,35,배달원,중년
여성,1983,무응답,없음,246.0,214.2,부산/경남/울산,17,보건의료관련 종사자,청년
남성,1974,무응답,없음,510.0,333.3,부산/경남/울산,26,영업 종사자,청년
남성,1978,결혼,없음,510.0,297.6,수도권,22,영업 종사자,청년
여성,1955,무응답,있음,941.0,144.5,부산/경남/울산,45,청소원 및 환경 미화원,중년
여성,1937,무응답,있음,941.0,20.0,부산/경남/울산,63,청소원 및 환경 미화원,노년
남성,1989,무응답,없음,832.0,174.7,부산/경남/울산,11,화학 고무 및 플라스틱 제품 생산기 조작원,청년
여성,1943,무응답,있음,999.0,20.0,부산/경남/울산,57,기타 서비스관련 단순 종사원,중년
남성,1947,이혼,있음,873.0,241.61901596892534,부산/경남/울산,53,자동차 운전원,중년
남성,1981,무응답,없음,761.0,247.3,부산/경남/울산,19,전기 및 전자기기 설치 및 수리원,청년
여성,1969,이혼,있음,422.0,241.61901596892534,부산/경남/울산,31,이 미용 및 관련 서비스 종사자,중년
여성,1961,결혼,없음,521.0,130.0,부산/경남/울산,39,매장 판매 종사자,중년
여성,1991,무응답,없음,330.0,130.0,부산/경남/울산,9,법률 및 감사 사무 종사자,청년
남성,1952,결혼,있음,873.0,101.0,부산/경남/울산,48,자동차 운전원,중년
여성,1959,결혼,있음,521.0,241.61901596892534,부산/경남/울산,41,매장 판매 종사자,중년
여성,1986,무응답,있음,399.0,143.3,부산/경남/울산,14,고객 상담 및 기타 사무원,청년
남성,1979,결혼,없음,854.0,250.0,부산/경남/울산,21,운송차량 및 기계 관련 조립원,청년
여성,1962,이혼,있음,441.0,241.61901596892534,부산/경남/울산,38,주방장 및 조리사,중년
여성,1983,무응답,있음,442.0,241.61901596892534,부산/경남/울산,17,음식서비스 종사자,청년
남성,1985,무응답,있음,442.0,241.61901596892534,부산/경남/울산,15,음식서비스 종사자,청년
남성,1955,결혼,없음,873.0,241.61901596892534,부산/경남/울산,45,자동차 운전원,중년
여성,1962,결혼,있음,510.0,150.0,부산/경남/울산,38,영업 종사자,중년
여성,1964,결혼,있음,521.0,241.61901596892534,부산/경남/울산,36,매장 판매 종사자,중년
여성,1990,무응답,있음,312.0,198.3,부산/경남/울산,10,경영관련 사무원,청년
여성,1946,결혼,있음,441.0,241.61901596892534,부산/경남/울산,54,주방장 및 조리사,중년
남성,1951,결혼,없음,941.0,126.0,부산/경남/울산,49,청소원 및 환경 미화원,중년
여성,1954,결혼,없음,441.0,241.61901596892534,부산/경남/울산,46,주방장 및 조리사,중년
남성,1979,결혼,없음,761.0,370.5,수도권,21,전기 및 전자기기 설치 및 수리원,청년
여성,1980,결혼,없음,313.0,138.0,수도권,20,회계 및 경리 사무원,청년
남성,1961,이혼,없음,773.0,204.0,부산/경남/울산,39,건축마감관련 기능 종사자,중년
여성,1991,무응답,없음,422.0,134.4,부산/경남/울산,9,이 미용 및 관련 서비스 종사자,청년
남성,1993,무응답,없음,952.0,241.61901596892534,부산/경남/울산,7,음식관련 단순 종사원,청년
남성,1971,무응답,있음,773.0,312.0,부산/경남/울산,29,건축마감관련 기능 종사자,청년
여성,1970,이혼,없음,259.0,138.0,부산/경남/울산,30,기타 교육 전문가,중년
여성,1947,결혼,없음,441.0,241.61901596892534,부산/경남/울산,53,주방장 및 조리사,중년
남성,1952,결혼,있음,730.0,174.3,부산/경남/울산,48,목재 가구 악기 및 간판 관련 기능 종사자,중년
여성,1956,결혼,있음,421.0,29.0,부산/경남/울산,44,의료 복지 관련 서비스 종사자,중년
남성,1950,결혼,있음,281.0,208.3,부산/경남/울산,50,작가 기자 및 출판 전문가,중년
여성,1980,결혼,있음,259.0,80.0,부산/경남/울산,20,기타 교육 전문가,청년
남성,1984,무응답,있음,862.0,240.0,부산/경남/울산,16,전기 및 전자 설비 조작원,청년
남성,1978,결혼,없음,842.0,360.0,부산/경남/울산,22,도장 및 도금기 조작원,청년
남성,1980,결혼,있음,251.0,333.3,부산/경남/울산,20,대학 교수 및 강사,청년
남성,1972,결혼,있음,873.0,368.0,부산/경남/울산,28,자동차 운전원,청년
여성,1971,결혼,있음,930.0,196.2,부산/경남/울산,29,제조관련 단순 종사원,청년
남성,1938,결혼,없음,521.0,241.61901596892534,부산/경남/울산,62,매장 판매 종사자,노년
여성,1985,결혼,있음,286.0,241.61901596892534,부산/경남/울산,15,스포츠 및 레크레이션 관련 전문가,청년
남성,1949,결혼,없음,942.0,120.0,부산/경남/울산,51,경비원 및 검표원,중년
여성,1956,결혼,없음,941.0,110.0,부산/경남/울산,44,청소원 및 환경 미화원,중년
남성,1965,결혼,있음,312.0,400.0,부산/경남/울산,35,경영관련 사무원,중년
여성,1967,결혼,있음,922.0,241.61901596892534,부산/경남/울산,33,배달원,중년
여성,1978,결혼,없음,953.0,73.0,수도권,22,판매관련 단순 종사원,청년
남성,1976,결혼,없음,612.0,219.0,수도권,24,원예 및 조경 종사자,청년
여성,1949,결혼,없음,941.0,241.61901596892534,부산/경남/울산,51,청소원 및 환경 미화원,중년
남성,1960,결혼,있음,791.0,194.7,부산/경남/울산,40,공예 및 귀금속 세공원,중년
여성,1969,결혼,있음,442.0,108.0,부산/경남/울산,31,음식서비스 종사자,중년
남성,1988,무응답,없음,822.0,189.0,부산/경남/울산,12,직물 및 신발 관련 기계조작원 및 조립원,청년
남성,1962,결혼,없음,930.0,188.0,부산/경남/울산,38,제조관련 단순 종사원,중년
여성,1969,결혼,없음,952.0,128.0,부산/경남/울산,31,음식관련 단순 종사원,중년
남성,1956,결혼,있음,875.0,241.61901596892534,부산/경남/울산,44,건설 및 채굴 기계운전원,중년
여성,1956,결혼,있음,421.0,159.6,부산/경남/울산,44,의료 복지 관련 서비스 종사자,중년
남성,1972,결혼,있음,743.0,241.61901596892534,부산/경남/울산,28,용접원,청년
여성,1977,결혼,있음,930.0,148.0,부산/경남/울산,23,제조관련 단순 종사원,청년
남성,1969,결혼,있음,853.0,433.0,부산/경남/울산,31,자동조립라인 및 산업용 로봇 조작원,중년
여성,1974,결혼,있음,422.0,241.61901596892534,부산/경남/울산,26,이 미용 및 관련 서비스 종사자,청년
남성,1970,결혼,없음,151.0,400.0,부산/경남/울산,30,판매 및 운송 관리자,중년
여성,1974,결혼,있음,442.0,89.6,부산/경남/울산,26,음식서비스 종사자,청년
남성,1972,결혼,있음,312.0,392.0,부산/경남/울산,28,경영관련 사무원,청년
남성,1968,결혼,있음,930.0,244.1,부산/경남/울산,32,제조관련 단순 종사원,중년
여성,1957,이혼,있음,952.0,241.61901596892534,부산/경남/울산,43,음식관련 단순 종사원,중년
여성,1949,무응답,있음,721.0,241.61901596892534,부산/경남/울산,51,섬유 및 가죽 관련 기능 종사자,중년
남성,1955,결혼,있음,159.0,241.61901596892534,부산/경남/울산,45,기타 판매 및 고객서비스 관리자,중년
여성,1954,결혼,없음,441.0,241.61901596892534,부산/경남/울산,46,주방장 및 조리사,중년
남성,1985,이혼,없음,313.0,193.0,부산/경남/울산,15,회계 및 경리 사무원,청년
남성,1945,결혼,있음,942.0,117.8,부산/경남/울산,55,경비원 및 검표원,중년
여성,1977,무응답,있음,312.0,250.0,부산/경남/울산,23,경영관련 사무원,청년
남성,1974,결혼,없음,854.0,267.6,부산/경남/울산,26,운송차량 및 기계 관련 조립원,청년
여성,1977,결혼,없음,247.0,176.0,부산/경남/울산,23,사회복지관련 종사자,청년
남성,1962,결혼,있음,873.0,241.61901596892534,부산/경남/울산,38,자동차 운전원,중년
여성,1966,결혼,있음,930.0,151.5,부산/경남/울산,34,제조관련 단순 종사원,중년
여성,1989,무응답,있음,313.0,118.9,부산/경남/울산,11,회계 및 경리 사무원,청년
남성,1949,이혼,없음,875.0,241.61901596892534,부산/경남/울산,51,건설 및 채굴 기계운전원,중년
여성,1959,결혼,있음,821.0,241.61901596892534,부산/경남/울산,41,섬유제조 및 가공 기계조작원,중년
남성,1986,무응답,없음,821.0,241.61901596892534,부산/경남/울산,14,섬유제조 및 가공 기계조작원,청년
남성,1955,결혼,없음,821.0,241.61901596892534,부산/경남/울산,45,섬유제조 및 가공 기계조작원,중년
여성,1942,결혼,있음,611.0,241.61901596892534,부산/경남/울산,58,작물재배 종사자,중년
남성,1937,결혼,없음,611.0,241.61901596892534,부산/경남/울산,63,작물재배 종사자,노년
여성,1938,결혼,없음,611.0,241.61901596892534,부산/경남/울산,62,작물재배 종사자,노년
남성,1956,결혼,없음,141.0,241.61901596892534,수도권,44,건설 전기 및 생산 관련 관리자,중년
여성,1946,무응답,있음,952.0,54.0,부산/경남/울산,54,음식관련 단순 종사원,중년
남성,1943,결혼,있음,611.0,241.61901596892534,부산/경남/울산,57,작물재배 종사자,중년
여성,1948,결혼,있음,611.0,241.61901596892534,부산/경남/울산,52,작물재배 종사자,중년
남성,1941,무응답,없음,611.0,241.61901596892534,부산/경남/울산,59,작물재배 종사자,중년
남성,1935,결혼,있음,611.0,241.61901596892534,부산/경남/울산,65,작물재배 종사자,노년
여성,1940,결혼,있음,611.0,241.61901596892534,부산/경남/울산,60,작물재배 종사자,노년
남성,1937,결혼,있음,611.0,241.61901596892534,부산/경남/울산,63,작물재배 종사자,노년
여성,1945,결혼,있음,611.0,241.61901596892534,부산/경남/울산,55,작물재배 종사자,중년
남성,1974,무응답,있음,854.0,250.0,부산/경남/울산,26,운송차량 및 기계 관련 조립원,청년
여성,1959,이혼,있음,910.0,241.61901596892534,대구/경북,41,건설 및 광업 단순 종사원,중년
남성,1965,결혼,있음,892.0,350.0,대구/경북,35,인쇄 및 사진현상 관련 기계조작원,중년
여성,1968,결혼,있음,930.0,125.0,대구/경북,32,제조관련 단순 종사원,중년
여성,1990,무응답,있음,245.0,171.6,대구/경북,10,치료사 및 의료기사,청년
여성,1957,이혼,있음,429.0,241.61901596892534,대구/경북,43,기타 이미용 예식 및 의료보조 서비스 종사자,중년
남성,1970,결혼,없음,892.0,276.6,대구/경북,30,인쇄 및 사진현상 관련 기계조작원,중년
여성,1970,결혼,없음,930.0,92.0,대구/경북,30,제조관련 단순 종사원,중년
남성,1947,결혼,있음,530.0,241.61901596892534,대구/경북,53,방문 노점 및 통신 판매 관련 종사자,중년
여성,1954,결혼,있음,530.0,241.61901596892534,대구/경북,46,방문 노점 및 통신 판매 관련 종사자,중년
